id_incidente,anio,mes,dia_semana,estacion,momento_dia,pais,tipo_area,densidad_poblacion_por_km2,tipo_delito,puntaje_severidad_delito,cantidad_victimas,genero_victima,grupo_edad_victima,lesiones_reportadas,fallecidos,perdida_financiera_usd,arma_utilizada,mes_nombre,inconsistencia_victimas,perdida_atipica,nivel_severidad
CRM0000140,2024,1,Martes,Primavera,Mañana (6am-12pm),India,Rural,143,Tráfico de Personas,9.8,3,Masculino,18-25,0,0,26369.08,Sin Arma Registrada,Enero,False,True,Alta
CRM0000141,2024,10,Sábado,Invierno,Madrugada (2am-6am),Brasil,Remoto,14,Violencia Doméstica,5.8,1,Femenino,46-55,2,0,76.33,Desconocido,Octubre,False,False,Media
CRM0000142,2021,1,Domingo,Invierno,Anochecer (6pm-10pm),Nigeria,Suburbano,270,Agresión Sexual,9.7,1,Desconocido,26-35,2,0,777.91,Arma Blanca,Enero,False,False,Alta
CRM0000143,2022,1,Sábado,Verano,Tarde (12pm-6pm),Estados Unidos,Suburbano,505,Hurto,4.3,2,Femenino,65+,0,0,97.81,Arma Blanca,Enero,False,False,Media
CRM0000144,2021,1,Martes,Otoño,Madrugada (2am-6am),Francia,Suburbano,176,Hurto,4.6,1,Femenino,36-45,0,0,280.94,Arma Blanca,Enero,False,False,Media
CRM0000145,2021,4,Miércoles,Primavera,Mañana (6am-12pm),Brasil,Suburbano,213,Hurto,2.6,1,Masculino,36-45,0,0,327.94,Sin Arma Registrada,Abril,False,False,Baja
CRM0000146,2020,1,Sábado,Verano,Tarde (12pm-6pm),India,Urbano,2096,Cibercrimen,4.8,2,Masculino,56-65,0,0,10350.54,Sin Arma Registrada,Enero,False,True,Media
CRM0000147,2023,2,Martes,Primavera,Madrugada (2am-6am),Sudáfrica,Urbano,3525,Hurto,2.3,1,Masculino,46-55,0,0,157.39,Sin Arma Registrada,Febrero,False,False,Baja
CRM0000148,2022,4,Miércoles,Primavera,Noche (10pm-2am),México,Rural,72,Incendio Provocado,6.6,1,Masculino,18-25,2,0,24.71,Arma Blanca,Abril,False,False,Media
CRM0000149,2020,7,Miércoles,Invierno,Mañana (6am-12pm),India,Remoto,8,Agresión Sexual,7.9,1,Masculino,56-65,3,0,386.18,Arma Blanca,Julio,False,False,Alta
CRM0000150,2021,2,Lunes,Invierno,Mañana (6am-12pm),Estados Unidos,Urbano,1677,Delito de Drogas,6.2,2,Femenino,Menor de 18,0,0,46.94,Arma Blanca,Febrero,False,False,Media
CRM0000151,2024,8,Jueves,Verano,Noche (10pm-2am),Egipto,Urbano,1378,Robo,6.1,1,Masculino,36-45,4,1,796.01,Sin Arma Registrada,Agosto,False,False,Media
CRM0000152,2021,7,Viernes,Primavera,Noche (10pm-2am),Alemania,Rural,62,Violencia Doméstica,7.7,1,Femenino,46-55,3,0,23.8,Arma Blanca,Julio,False,False,Alta
CRM0000153,2020,9,Viernes,Otoño,Anochecer (6pm-10pm),Brasil,Remoto,24,Vandalismo,1.2,1,Masculino,65+,0,0,109.81,Sin Arma Registrada,Septiembre,False,False,Baja
CRM0000154,2022,6,Martes,Otoño,Anochecer (6pm-10pm),Sudáfrica,Urbano,2068,Violencia Doméstica,6.1,3,Femenino,46-55,3,0,127.49,Arma Blanca,Junio,False,False,Media
CRM0000155,2024,4,Lunes,Verano,Mañana (6am-12pm),India,Urbano,506,Secuestro,7.2,1,Femenino,26-35,3,0,194.62,Sin Arma Registrada,Abril,False,False,Alta
CRM0000156,2021,6,Lunes,Verano,Tarde (12pm-6pm),India,Suburbano,183,Vandalismo,3.3,1,Masculino,56-65,0,0,20.03,Arma Blanca,Junio,False,False,Baja
CRM0000157,2023,4,Miércoles,Verano,Anochecer (6pm-10pm),Reino Unido,Urbano,2208,Robo,6.4,1,Masculino,36-45,0,0,96.01,Sin Arma Registrada,Abril,False,False,Media
CRM0000158,2023,7,Miércoles,Invierno,Mañana (6am-12pm),Nigeria,Urbano,2084,Hurto,4.7,3,Masculino,Menor de 18,0,0,360.84,Arma Blanca,Julio,False,False,Media
CRM0000159,2021,9,Martes,Invierno,Anochecer (6pm-10pm),India,Suburbano,468,Robo,7.6,2,Femenino,46-55,3,0,1731.16,Sin Arma Registrada,Septiembre,False,False,Alta
CRM0000160,2023,3,Sábado,Invierno,Tarde (12pm-6pm),India,Urbano,1814,Fraude,6.8,1,Masculino,56-65,0,0,779.1,Sin Arma Registrada,Marzo,False,False,Alta
CRM0000161,2022,3,Martes,Primavera,Anochecer (6pm-10pm),Pakistán,Suburbano,456,Hurto,2.9,3,Femenino,36-45,0,0,110.13,Arma de Fuego,Marzo,False,False,Baja
CRM0000162,2023,2,Domingo,Otoño,Mañana (6am-12pm),Alemania,Rural,77,Robo,7.4,1,Masculino,36-45,0,0,221.83,Arma de Fuego,Febrero,False,False,Alta
CRM0000163,2023,1,Martes,Primavera,Tarde (12pm-6pm),India,Rural,111,Vandalismo,3.1,1,Masculino,36-45,0,0,65.72,Arma de Fuego,Enero,False,False,Baja
CRM0000164,2022,1,Domingo,Invierno,Noche (10pm-2am),Indonesia,Suburbano,185,Asalto,7.5,1,Femenino,26-35,3,0,166.55,Desconocido,Enero,False,False,Alta
CRM0000165,2020,3,Jueves,Primavera,Mañana (6am-12pm),Francia,Urbano,1150,Robo,7.3,1,Masculino,26-35,4,0,139.03,Arma Blanca,Marzo,False,False,Alta
CRM0000166,2024,7,Jueves,Invierno,Mañana (6am-12pm),Pakistán,Suburbano,486,Robo,8.7,2,Masculino,46-55,0,0,167.5,Sin Arma Registrada,Julio,False,False,Alta
CRM0000167,2021,11,Jueves,Verano,Noche (10pm-2am),Estados Unidos,Urbano,6662,Hurto,2.4,2,Femenino,18-25,0,0,360.9,Sin Arma Registrada,Noviembre,False,False,Baja
CRM0000168,2021,9,Jueves,Primavera,Anochecer (6pm-10pm),Alemania,Urbano,984,Robo,8.1,1,Masculino,46-55,0,0,164.78,Sin Arma Registrada,Septiembre,False,False,Alta
CRM0000169,2020,2,Lunes,Primavera,Madrugada (2am-6am),India,Urbano,563,Asalto,6.0,1,Masculino,65+,2,0,51.76,Sin Arma Registrada,Febrero,False,False,Media
CRM0000170,2023,7,Martes,Primavera,Anochecer (6pm-10pm),India,Suburbano,304,Hurto,2.3,1,Femenino,56-65,0,0,761.65,Arma de Fuego,Julio,False,False,Baja
CRM0000171,2023,1,Viernes,Primavera,Anochecer (6pm-10pm),Turquía,Suburbano,389,Homicidio,8.8,1,Femenino,36-45,0,1,83.24,Arma de Fuego,Enero,False,False,Alta
CRM0000172,2020,2,Jueves,Primavera,Mañana (6am-12pm),Nigeria,Suburbano,277,Vandalismo,3.6,1,Masculino,46-55,0,0,33.14,Arma Blanca,Febrero,False,False,Media
CRM0000173,2022,6,Miércoles,Otoño,Noche (10pm-2am),Brasil,Remoto,37,Homicidio,10.0,5,Masculino,Menor de 18,3,3,105.0,Sin Arma Registrada,Junio,False,False,Alta
CRM0000174,2021,11,Sábado,Otoño,Anochecer (6pm-10pm),México,Suburbano,324,Asalto,6.2,3,Femenino,46-55,3,0,198.82,Arma Blanca,Noviembre,False,False,Media
CRM0000175,2023,5,Viernes,Primavera,Mañana (6am-12pm),Canadá,Rural,75,Extorsión,7.7,3,Masculino,18-25,0,0,3245.16,Sustancia Química,Mayo,False,True,Alta
CRM0000176,2021,8,Lunes,Otoño,Madrugada (2am-6am),India,Urbano,3420,Hurto,3.5,1,Masculino,46-55,0,0,206.57,Arma Blanca,Agosto,False,False,Media
CRM0000177,2023,12,Sábado,Invierno,Tarde (12pm-6pm),Pakistán,Urbano,2994,Vandalismo,3.2,2,Masculino,26-35,0,0,47.23,Arma Blanca,Diciembre,False,False,Baja
CRM0000178,2022,11,Lunes,Verano,Noche (10pm-2am),Brasil,Remoto,46,Robo,6.1,3,Femenino,18-25,2,0,312.83,Sin Arma Registrada,Noviembre,False,False,Media
CRM0000179,2024,2,Jueves,Invierno,Anochecer (6pm-10pm),Brasil,Urbano,1171,Asalto,6.7,2,Masculino,26-35,1,0,635.24,Arma Blanca,Febrero,False,False,Alta
CRM0000180,2020,1,Martes,Verano,Mañana (6am-12pm),Brasil,Suburbano,539,Asalto,5.2,1,Masculino,56-65,0,0,145.76,Arma Blanca,Enero,False,False,Media
CRM0000181,2022,7,Sábado,Invierno,Anochecer (6pm-10pm),México,Urbano,2495,Cibercrimen,3.8,1,Femenino,36-45,0,0,873.23,Arma de Fuego,Julio,False,False,Media
CRM0000182,2020,6,Sábado,Verano,Noche (10pm-2am),Australia,Urbano,4827,Vandalismo,2.7,4,Masculino,46-55,0,0,11.12,Sin Arma Registrada,Junio,False,False,Baja
CRM0000183,2024,8,Sábado,Otoño,Anochecer (6pm-10pm),Egipto,Urbano,1274,Robo,8.4,1,Masculino,36-45,0,0,1256.0,Sin Arma Registrada,Agosto,False,False,Alta
CRM0000184,2024,11,Jueves,Primavera,Noche (10pm-2am),Pakistán,Rural,216,Allanamiento,5.7,1,Masculino,Menor de 18,0,0,364.6,Arma de Fuego,Noviembre,False,False,Media
CRM0000185,2021,8,Miércoles,Otoño,Noche (10pm-2am),Reino Unido,Urbano,3784,Fraude,6.7,3,Masculino,Menor de 18,0,0,4799.94,Sin Arma Registrada,Agosto,False,True,Alta
CRM0000186,2023,2,Martes,Primavera,Noche (10pm-2am),Reino Unido,Rural,174,Fraude,6.2,1,Masculino,46-55,0,0,9601.49,Sin Arma Registrada,Febrero,False,True,Media
CRM0000187,2024,8,Jueves,Otoño,Anochecer (6pm-10pm),Francia,Urbano,1119,Fraude,3.6,2,Masculino,65+,0,0,961.95,Sin Arma Registrada,Agosto,False,False,Media
CRM0000188,2023,6,Sábado,Primavera,Madrugada (2am-6am),Estados Unidos,Suburbano,393,Cibercrimen,4.2,2,Masculino,18-25,0,0,928.7,Desconocido,Junio,False,False,Media
CRM0000189,2022,9,Martes,Otoño,Noche (10pm-2am),India,Urbano,1558,Robo,8.0,1,Masculino,26-35,0,0,433.22,Sin Arma Registrada,Septiembre,False,False,Alta
CRM0000190,2021,12,Martes,Primavera,Tarde (12pm-6pm),Brasil,Suburbano,187,Robo,8.8,1,Femenino,46-55,3,1,6441.12,Sin Arma Registrada,Diciembre,False,True,Alta
CRM0000191,2020,7,Sábado,Invierno,Mañana (6am-12pm),Brasil,Urbano,2209,Violencia Doméstica,8.0,1,Femenino,26-35,4,0,26.61,Sustancia Química,Julio,False,False,Alta
CRM0000192,2024,2,Lunes,Otoño,Madrugada (2am-6am),Estados Unidos,Urbano,2102,Robo,8.3,3,Masculino,26-35,4,0,215.32,Vehículo,Febrero,False,False,Alta
CRM0000193,2024,8,Domingo,Primavera,Anochecer (6pm-10pm),Estados Unidos,Urbano,2055,Hurto,3.7,2,Femenino,65+,0,0,1100.64,Objeto Contundente,Agosto,False,False,Media
CRM0000194,2023,9,Sábado,Invierno,Noche (10pm-2am),Turquía,Suburbano,399,Agresión Sexual,9.3,1,Femenino,26-35,4,0,268.93,Arma de Fuego,Septiembre,False,False,Alta
CRM0000195,2022,7,Domingo,Otoño,Mañana (6am-12pm),Brasil,Rural,88,Allanamiento,4.8,5,Masculino,46-55,0,0,221.6,Sin Arma Registrada,Julio,False,False,Media
CRM0000196,2022,4,Miércoles,Verano,Anochecer (6pm-10pm),Francia,Suburbano,431,Hurto,2.9,2,Femenino,36-45,0,0,60.05,Arma de Fuego,Abril,False,False,Baja
CRM0000197,2023,9,Domingo,Otoño,Anochecer (6pm-10pm),Nigeria,Urbano,1790,Allanamiento,6.0,4,Femenino,18-25,0,0,294.71,Arma Blanca,Septiembre,False,False,Media
CRM0000198,2024,4,Martes,Otoño,Tarde (12pm-6pm),Pakistán,Rural,57,Hurto,4.6,1,Masculino,26-35,0,0,3561.91,Sustancia Química,Abril,False,True,Media
CRM0000199,2024,12,Viernes,Verano,Anochecer (6pm-10pm),Egipto,Urbano,1758,Fraude,6.9,2,Femenino,26-35,0,0,1532.68,Sin Arma Registrada,Diciembre,False,False,Alta
CRM0000200,2023,4,Martes,Otoño,Tarde (12pm-6pm),Canadá,Rural,97,Asalto,6.0,1,Femenino,46-55,2,0,333.73,Objeto Contundente,Abril,False,False,Media
CRM0000201,2023,9,Sábado,Verano,Mañana (6am-12pm),Egipto,Urbano,617,Violencia Doméstica,7.4,1,Femenino,26-35,2,0,18.1,Sustancia Química,Septiembre,False,False,Alta
CRM0000202,2020,8,Lunes,Otoño,Madrugada (2am-6am),Turquía,Urbano,801,Fraude,6.4,3,Masculino,Menor de 18,0,0,10482.97,Arma de Fuego,Agosto,False,True,Media
CRM0000203,2021,4,Domingo,Primavera,Anochecer (6pm-10pm),Francia,Suburbano,153,Delito de Drogas,5.9,3,Masculino,65+,0,0,132.48,Arma Blanca,Abril,False,False,Media
CRM0000204,2024,8,Miércoles,Verano,Anochecer (6pm-10pm),India,Rural,75,Hurto,3.0,1,Masculino,36-45,0,0,417.87,Sin Arma Registrada,Agosto,False,False,Baja
CRM0000205,2023,8,Viernes,Otoño,Mañana (6am-12pm),Sudáfrica,Urbano,1593,Homicidio,9.2,1,Masculino,36-45,3,1,507.38,Sin Arma Registrada,Agosto,False,False,Alta
CRM0000206,2020,7,Domingo,Invierno,Noche (10pm-2am),India,Rural,50,Violencia Doméstica,6.8,1,Masculino,18-25,4,0,48.96,Objeto Contundente,Julio,False,False,Alta
CRM0000207,2020,10,Jueves,Verano,Noche (10pm-2am),Reino Unido,Suburbano,1048,Violencia Doméstica,6.8,1,Femenino,18-25,1,0,395.9,Arma de Fuego,Octubre,False,False,Alta
CRM0000208,2023,6,Miércoles,Primavera,Tarde (12pm-6pm),Pakistán,Urbano,114,Hurto,3.9,2,Femenino,18-25,0,0,349.77,Arma de Fuego,Junio,False,False,Media
CRM0000209,2020,8,Sábado,Invierno,Tarde (12pm-6pm),Reino Unido,Urbano,2024,Agresión Sexual,9.5,1,Femenino,46-55,0,0,106.17,Sin Arma Registrada,Agosto,False,False,Alta
CRM0000210,2021,7,Miércoles,Verano,Madrugada (2am-6am),Egipto,Suburbano,135,Hurto,2.5,2,Masculino,26-35,0,0,599.7,Arma Blanca,Julio,False,False,Baja
CRM0000211,2022,5,Domingo,Verano,Mañana (6am-12pm),Estados Unidos,Suburbano,248,Violencia Doméstica,6.1,1,Femenino,18-25,4,0,16.42,Sin Arma Registrada,Mayo,False,False,Media
CRM0000212,2023,12,Martes,Verano,Anochecer (6pm-10pm),México,Urbano,1593,Violencia Doméstica,6.8,1,Masculino,36-45,1,0,69.27,Arma Blanca,Diciembre,False,False,Alta
CRM0000213,2023,4,Viernes,Verano,Anochecer (6pm-10pm),Brasil,Urbano,698,Allanamiento,4.8,1,Masculino,Menor de 18,0,0,151.04,Vehículo,Abril,False,False,Media
CRM0000214,2021,12,Viernes,Primavera,Noche (10pm-2am),Brasil,Urbano,1706,Vandalismo,3.9,2,Masculino,26-35,0,0,144.16,Arma de Fuego,Diciembre,False,False,Media
CRM0000215,2023,2,Jueves,Primavera,Anochecer (6pm-10pm),Egipto,Rural,36,Delito de Drogas,4.8,1,Masculino,36-45,0,0,132.65,Arma Blanca,Febrero,False,False,Media
CRM0000216,2021,11,Sábado,Otoño,Noche (10pm-2am),Egipto,Suburbano,351,Delito de Drogas,5.4,2,Femenino,18-25,0,0,25.52,Vehículo,Noviembre,False,False,Media
CRM0000217,2021,8,Sábado,Verano,Noche (10pm-2am),Nigeria,Suburbano,236,Secuestro,8.8,2,Masculino,26-35,8,0,35.01,Sin Arma Registrada,Agosto,False,False,Alta
CRM0000218,2023,9,Miércoles,Otoño,Tarde (12pm-6pm),Australia,Rural,241,Hurto,2.2,3,Masculino,18-25,0,0,1291.95,Arma de Fuego,Septiembre,False,False,Baja
CRM0000219,2023,4,Martes,Verano,Madrugada (2am-6am),India,Urbano,3733,Robo,8.5,4,Femenino,Menor de 18,0,0,4182.23,Vehículo,Abril,False,True,Alta
CRM0000220,2024,4,Miércoles,Verano,Mañana (6am-12pm),Estados Unidos,Urbano,3375,Fraude,5.3,1,Femenino,36-45,0,0,3031.03,Sin Arma Registrada,Abril,False,True,Media
CRM0000221,2023,5,Miércoles,Invierno,Mañana (6am-12pm),Egipto,Rural,220,Robo,6.1,1,Masculino,46-55,2,0,1094.3,Sin Arma Registrada,Mayo,False,False,Media
CRM0000222,2023,2,Viernes,Otoño,Mañana (6am-12pm),Nigeria,Urbano,720,Allanamiento,6.7,2,Masculino,26-35,0,0,997.95,Arma Blanca,Febrero,False,False,Alta
CRM0000223,2020,7,Jueves,Verano,Mañana (6am-12pm),Sudáfrica,Suburbano,249,Asalto,5.1,1,Desconocido,18-25,1,0,317.97,Objeto Contundente,Julio,False,False,Media
CRM0000224,2022,5,Viernes,Otoño,Noche (10pm-2am),México,Suburbano,843,Asalto,6.5,2,Masculino,18-25,4,0,14.91,Arma de Fuego,Mayo,False,False,Media
CRM0000225,2021,6,Domingo,Otoño,Noche (10pm-2am),Pakistán,Suburbano,339,Hurto,2.1,3,Masculino,Menor de 18,0,0,135.54,Sin Arma Registrada,Junio,False,False,Baja
CRM0000226,2021,4,Jueves,Primavera,Mañana (6am-12pm),Nigeria,Remoto,22,Vandalismo,1.2,3,Femenino,18-25,0,0,237.72,Arma Blanca,Abril,False,False,Baja
CRM0000227,2024,8,Lunes,Primavera,Tarde (12pm-6pm),Sudáfrica,Suburbano,382,Asalto,7.7,1,Femenino,56-65,4,0,67.81,Arma Blanca,Agosto,False,False,Alta
CRM0000228,2022,8,Sábado,Verano,Anochecer (6pm-10pm),Francia,Urbano,4208,Delito de Drogas,6.3,5,Femenino,46-55,0,0,44.21,Vehículo,Agosto,False,False,Media
CRM0000229,2024,12,Sábado,Invierno,Anochecer (6pm-10pm),India,Urbano,1967,Agresión Sexual,7.6,2,Masculino,Menor de 18,3,0,1064.98,Sin Arma Registrada,Diciembre,False,False,Alta
CRM0000230,2023,5,Sábado,Otoño,Noche (10pm-2am),Egipto,Remoto,16,Delito de Drogas,5.9,2,Masculino,36-45,0,0,33.43,Arma Blanca,Mayo,False,False,Media
CRM0000231,2023,12,Miércoles,Verano,Noche (10pm-2am),Pakistán,Rural,159,Fraude,6.2,2,Femenino,18-25,0,0,3663.75,Sin Arma Registrada,Diciembre,False,True,Media
CRM0000232,2022,6,Miércoles,Primavera,Anochecer (6pm-10pm),India,Urbano,771,Vandalismo,3.7,1,Femenino,46-55,0,0,83.23,Vehículo,Junio,False,False,Media
CRM0000233,2023,3,Viernes,Primavera,Noche (10pm-2am),Nigeria,Suburbano,265,Asalto,6.4,2,Masculino,46-55,1,0,476.89,Objeto Contundente,Marzo,False,False,Media
CRM0000234,2022,1,Jueves,Verano,Anochecer (6pm-10pm),Australia,Rural,38,Extorsión,7.7,2,Femenino,36-45,0,0,7490.12,Vehículo,Enero,False,True,Alta
CRM0000235,2021,9,Sábado,Invierno,Tarde (12pm-6pm),Estados Unidos,Suburbano,375,Hurto,3.5,2,Femenino,Menor de 18,0,0,217.58,Sin Arma Registrada,Septiembre,False,False,Media
CRM0000236,2023,9,Viernes,Verano,Madrugada (2am-6am),India,Rural,120,Hurto,4.1,1,Femenino,18-25,0,0,408.68,Objeto Contundente,Septiembre,False,False,Media
CRM0000237,2021,3,Miércoles,Verano,Anochecer (6pm-10pm),Indonesia,Suburbano,317,Allanamiento,6.9,3,Masculino,18-25,0,0,307.28,Sin Arma Registrada,Marzo,False,False,Alta
CRM0000238,2020,4,Viernes,Invierno,Anochecer (6pm-10pm),Estados Unidos,Suburbano,255,Hurto,2.7,1,Masculino,26-35,0,0,1197.82,Sustancia Química,Abril,False,False,Baja
CRM0000239,2023,7,Jueves,Otoño,Noche (10pm-2am),Nigeria,Urbano,727,Robo,6.5,3,Masculino,18-25,0,0,383.15,Sustancia Química,Julio,False,False,Media
CRM0000240,2021,2,Lunes,Otoño,Noche (10pm-2am),Alemania,Urbano,2444,Allanamiento,5.0,1,Femenino,56-65,0,0,526.87,Sin Arma Registrada,Febrero,False,False,Media
CRM0000241,2024,12,Viernes,Otoño,Madrugada (2am-6am),Brasil,Rural,103,Robo,6.5,1,Desconocido,36-45,2,0,227.41,Sin Arma Registrada,Diciembre,False,False,Media
CRM0000242,2024,3,Viernes,Otoño,Tarde (12pm-6pm),Nigeria,Urbano,2599,Allanamiento,4.9,2,Masculino,18-25,0,0,4468.3,Sin Arma Registrada,Marzo,False,True,Media
CRM0000243,2024,6,Domingo,Primavera,Anochecer (6pm-10pm),Sudáfrica,Rural,65,Secuestro,8.5,3,Femenino,26-35,0,0,23.9,Sin Arma Registrada,Junio,False,False,Alta
CRM0000244,2022,11,Jueves,Verano,Anochecer (6pm-10pm),Turquía,Urbano,8046,Agresión Sexual,8.4,2,Masculino,18-25,0,0,1241.35,Sin Arma Registrada,Noviembre,False,False,Alta
CRM0000245,2020,8,Jueves,Invierno,Mañana (6am-12pm),India,Remoto,14,Asalto,6.1,1,Femenino,46-55,2,0,124.15,Arma Blanca,Agosto,False,False,Media
CRM0000246,2024,1,Domingo,Verano,Mañana (6am-12pm),Australia,Urbano,2825,Asalto,6.1,1,Femenino,18-25,3,0,370.02,Desconocido,Enero,False,False,Media
CRM0000247,2022,4,Domingo,Invierno,Noche (10pm-2am),Estados Unidos,Urbano,2043,Cibercrimen,3.6,1,Femenino,26-35,0,0,3556.07,Sin Arma Registrada,Abril,False,True,Media
CRM0000248,2024,1,Sábado,Primavera,Noche (10pm-2am),Reino Unido,Remoto,19,Fraude,4.8,2,Masculino,65+,0,0,500.72,Sin Arma Registrada,Enero,False,False,Media
CRM0000249,2024,2,Martes,Primavera,Tarde (12pm-6pm),Alemania,Urbano,1024,Vandalismo,2.9,1,Masculino,Menor de 18,0,0,33.61,Arma Blanca,Febrero,False,False,Baja
CRM0000250,2024,8,Miércoles,Otoño,Tarde (12pm-6pm),Estados Unidos,Suburbano,132,Robo,6.4,1,Masculino,36-45,0,0,1551.72,Sin Arma Registrada,Agosto,False,False,Media
CRM0000251,2021,6,Viernes,Verano,Anochecer (6pm-10pm),Estados Unidos,Suburbano,190,Hurto,4.9,1,Masculino,65+,0,0,114.75,Vehículo,Junio,False,False,Media
CRM0000252,2022,9,Jueves,Primavera,Mañana (6am-12pm),México,Suburbano,329,Vandalismo,2.3,1,Femenino,56-65,0,0,4.1,Arma de Fuego,Septiembre,False,False,Baja
CRM0000253,2024,2,Miércoles,Invierno,Mañana (6am-12pm),Pakistán,Suburbano,1279,Cibercrimen,5.8,1,Femenino,65+,0,0,197.62,Sin Arma Registrada,Febrero,False,False,Media
CRM0000254,2021,3,Jueves,Otoño,Madrugada (2am-6am),Brasil,Rural,94,Vandalismo,1.4,4,Femenino,46-55,0,0,55.01,Sin Arma Registrada,Marzo,False,False,Baja
CRM0000255,2021,9,Domingo,Primavera,Anochecer (6pm-10pm),Egipto,Rural,76,Allanamiento,6.3,2,Femenino,46-55,0,0,124.19,Sin Arma Registrada,Septiembre,False,False,Media
CRM0000256,2023,9,Martes,Verano,Noche (10pm-2am),Egipto,Suburbano,492,Allanamiento,5.9,1,Masculino,36-45,0,0,432.73,Sin Arma Registrada,Septiembre,False,False,Media
CRM0000257,2024,6,Martes,Primavera,Mañana (6am-12pm),Pakistán,Urbano,1462,Violencia Doméstica,7.5,1,Femenino,46-55,4,0,98.53,Arma Blanca,Junio,False,False,Alta
CRM0000258,2023,3,Domingo,Otoño,Tarde (12pm-6pm),India,Suburbano,685,Hurto,3.8,3,Femenino,26-35,0,0,859.26,Sin Arma Registrada,Marzo,False,False,Media
CRM0000259,2023,5,Viernes,Primavera,Tarde (12pm-6pm),Estados Unidos,Suburbano,1831,Fraude,6.9,4,Femenino,46-55,0,0,5233.78,Arma Blanca,Mayo,False,True,Alta
CRM0000260,2020,2,Lunes,Otoño,Noche (10pm-2am),Turquía,Suburbano,155,Hurto,3.9,2,Desconocido,65+,0,0,4595.74,Arma Blanca,Febrero,False,True,Media
CRM0000261,2023,7,Domingo,Otoño,Anochecer (6pm-10pm),Francia,Urbano,2122,Violencia Doméstica,7.4,3,Masculino,65+,4,0,265.34,Sin Arma Registrada,Julio,False,False,Alta
CRM0000262,2024,10,Martes,Primavera,Tarde (12pm-6pm),Francia,Rural,79,Fraude,6.5,3,Masculino,18-25,0,0,713.58,Sin Arma Registrada,Octubre,False,False,Media
CRM0000263,2020,11,Martes,Primavera,Anochecer (6pm-10pm),Reino Unido,Urbano,1619,Robo,8.1,1,Femenino,26-35,4,0,854.47,Objeto Contundente,Noviembre,False,False,Alta
CRM0000264,2022,8,Martes,Invierno,Noche (10pm-2am),India,Urbano,5846,Agresión Sexual,8.6,1,Femenino,36-45,3,0,262.73,Arma de Fuego,Agosto,False,False,Alta
CRM0000265,2024,6,Domingo,Primavera,Noche (10pm-2am),Canadá,Urbano,1760,Robo,6.8,2,Masculino,46-55,3,1,107.29,Objeto Contundente,Junio,False,False,Alta
CRM0000266,2023,8,Miércoles,Otoño,Tarde (12pm-6pm),Australia,Rural,26,Robo,8.6,4,Femenino,Menor de 18,1,0,208.6,Sin Arma Registrada,Agosto,False,False,Alta
CRM0000267,2023,2,Viernes,Invierno,Noche (10pm-2am),Nigeria,Urbano,5148,Cibercrimen,4.4,1,Masculino,46-55,0,0,259.86,Objeto Contundente,Febrero,False,False,Media
CRM0000268,2023,3,Domingo,Otoño,Tarde (12pm-6pm),Egipto,Suburbano,816,Hurto,3.9,3,Femenino,56-65,0,0,208.19,Sin Arma Registrada,Marzo,False,False,Media
CRM0000269,2022,7,Jueves,Otoño,Noche (10pm-2am),Alemania,Rural,69,Cibercrimen,3.2,1,Femenino,65+,0,0,7837.49,Desconocido,Julio,False,True,Baja
CRM0000270,2021,10,Miércoles,Primavera,Mañana (6am-12pm),Pakistán,Urbano,1728,Agresión Sexual,8.5,2,Desconocido,18-25,1,0,432.35,Objeto Contundente,Octubre,False,False,Alta
CRM0000271,2024,12,Martes,Verano,Anochecer (6pm-10pm),Canadá,Urbano,821,Asalto,7.1,1,Desconocido,46-55,4,0,1359.6,Arma de Fuego,Diciembre,False,False,Alta
CRM0000272,2024,1,Lunes,Verano,Mañana (6am-12pm),Estados Unidos,Rural,181,Asalto,6.8,2,Desconocido,56-65,2,0,327.44,Arma de Fuego,Enero,False,False,Alta
CRM0000273,2024,7,Miércoles,Verano,Mañana (6am-12pm),Alemania,Rural,79,Robo,7.3,1,Femenino,18-25,2,0,658.12,Arma de Fuego,Julio,False,False,Alta
CRM0000274,2024,6,Domingo,Invierno,Noche (10pm-2am),Turquía,Urbano,3998,Cibercrimen,3.7,1,Desconocido,36-45,0,0,46687.43,Arma Blanca,Junio,False,True,Media
CRM0000275,2022,8,Sábado,Otoño,Tarde (12pm-6pm),India,Urbano,1174,Hurto,2.9,2,Masculino,Menor de 18,0,0,2601.05,Arma de Fuego,Agosto,False,True,Baja
CRM0000276,2022,7,Domingo,Otoño,Anochecer (6pm-10pm),India,Suburbano,935,Delito de Drogas,6.1,2,Desconocido,26-35,0,0,31.25,Sin Arma Registrada,Julio,False,False,Media
CRM0000277,2023,4,Martes,Primavera,Tarde (12pm-6pm),Pakistán,Rural,197,Hurto,2.7,1,Masculino,36-45,0,0,348.01,Desconocido,Abril,False,False,Baja
CRM0000278,2023,3,Jueves,Primavera,Mañana (6am-12pm),Nigeria,Suburbano,256,Robo,7.9,1,Femenino,18-25,4,1,928.28,Sin Arma Registrada,Marzo,False,False,Alta
CRM0000279,2023,3,Jueves,Primavera,Madrugada (2am-6am),Estados Unidos,Suburbano,126,Agresión Sexual,8.8,3,Masculino,Menor de 18,1,0,38.43,Sin Arma Registrada,Marzo,False,False,Alta
CRM0000280,2023,4,Jueves,Invierno,Noche (10pm-2am),Nigeria,Suburbano,487,Fraude,6.9,1,Femenino,26-35,0,0,5353.35,Sin Arma Registrada,Abril,False,True,Alta
